,County,County Code,Year,Year Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval
5185,Moffat County, CO,08081,2000,2000,,13184,,,,,,
5186,Moffat County, CO,08081,2001,2001,,13065,,,,,,
5187,Moffat County, CO,08081,2002,2002,,13193,,,,,,
5188,Moffat County, CO,08081,2003,2003,,13106,,,,,,
5189,Moffat County, CO,08081,2004,2004,,13175,,,,,,
5190,Moffat County, CO,08081,2005,2005,,12956,,,,,,
5191,Moffat County, CO,08081,2006,2006,,13115,,,,,,
5192,Moffat County, CO,08081,2007,2007,,13348,,,,,,
5193,Moffat County, CO,08081,2008,2008,,13585,,,,,,
5194,Moffat County, CO,08081,2009,2009,,13728,,,,,,
5195,Moffat County, CO,08081,2010,2010,,13795,,,,,,
5196,Moffat County, CO,08081,2011,2011,,13424,,,,,,
5197,Moffat County, CO,08081,2012,2012,,13164,,,,,,
5198,Moffat County, CO,08081,2013,2013,,13099,,,,,,
5199,Moffat County, CO,08081,2014,2014,,12899,,,,,,
5200,Moffat County, CO,08081,2015,2015,,12899,,,,,,
5201,Moffat County, CO,08081,2016,2016,,13109,,,,,,
5202,Montezuma County, CO,08083,1999,1999,,23601,,,,,,
5203,Montezuma County, CO,08083,2000,2000,,23830,,,,,,
5204,Montezuma County, CO,08083,2001,2001,,23692,,,,,,
5205,Montezuma County, CO,08083,2002,2002,,23935,,,,,,
5206,Montezuma County, CO,08083,2003,2003,,24255,,,,,,
5207,Montezuma County, CO,08083,2004,2004,,24456,,,,,,
5208,Montezuma County, CO,08083,2005,2005,,24514,,,,,,
5209,Montezuma County, CO,08083,2006,2006,,24968,,,,,,
5210,Montezuma County, CO,08083,2007,2007,,25157,,,,,,
5211,Montezuma County, CO,08083,2008,2008,,25222,,,,,,
5212,Montezuma County, CO,08083,2009,2009,,25507,,,,,,
5213,Montezuma County, CO,08083,2010,2010,,25535,,,,,,
5214,Montezuma County, CO,08083,2011,2011,,25467,,,,,,
5215,Montezuma County, CO,08083,2012,2012,,25437,,,,,,
5216,Montezuma County, CO,08083,2013,2013,,25657,,,,,,
5217,Montezuma County, CO,08083,2014,2014,,25783,,,,,,
5218,Montezuma County, CO,08083,2015,2015,,26153,,,,,,
5219,Montezuma County, CO,08083,2016,2016,10,26999,37.0 (Unreliable),17.8,68.1,42.7 (Unreliable),19.5,81.0
5220,Montrose County, CO,08085,1999,1999,,32907,,,,,,
5221,Montrose County, CO,08085,2000,2000,,33432,,,,,,
5222,Montrose County, CO,08085,2001,2001,,34361,,,,,,
5223,Montrose County, CO,08085,2002,2002,,35154,,,,,,
5224,Montrose County, CO,08085,2003,2003,,35767,,,,,,
5225,Montrose County, CO,08085,2004,2004,,36310,,,,,,
5226,Montrose County, CO,08085,2005,2005,,37227,,,,,,
5227,Montrose County, CO,08085,2006,2006,,38282,,,,,,
5228,Montrose County, CO,08085,2007,2007,,39673,,,,,,
5229,Montrose County, CO,08085,2008,2008,,40658,,,,,,
5230,Montrose County, CO,08085,2009,2009,,41535,,,,,,
5231,Montrose County, CO,08085,2010,2010,,41276,,,,,,
5232,Montrose County, CO,08085,2011,2011,,40897,,,,,,
5233,Montrose County, CO,08085,2012,2012,,40678,,,,,,
5234,Montrose County, CO,08085,2013,2013,,40634,,,,,,
5235,Montrose County, CO,08085,2014,2014,,40747,,,,,,
5236,Montrose County, CO,08085,2015,2015,,40800,,,,,,
5237,Montrose County, CO,08085,2016,2016,,41471,,,,,,
5238,Morgan County, CO,08087,1999,1999,,26796,,,,,,
5239,Morgan County, CO,08087,2000,2000,,27171,,,,,,
5240,Morgan County, CO,08087,2001,2001,,27307,,,,,,
5241,Morgan County, CO,08087,2002,2002,,27556,,,,,,
5242,Morgan County, CO,08087,2003,2003,,27736,,,,,,
5243,Morgan County, CO,08087,2004,2004,,27736,,,,,,
5244,Morgan County, CO,08087,2005,2005,,27727,,,,,,
5245,Morgan County, CO,08087,2006,2006,,27816,,,,,,
5246,Morgan County, CO,08087,2007,2007,,27745,,,,,,
5247,Morgan County, CO,08087,2008,2008,,27701,,,,,,
5248,Morgan County, CO,08087,2009,2009,,28099,,,,,,
5249,Morgan County, CO,08087,2010,2010,,28159,,,,,,
5250,Morgan County, CO,08087,2011,2011,,28512,,,,,,
5251,Morgan County, CO,08087,2012,2012,,28331,,,,,,
5252,Morgan County, CO,08087,2013,2013,,28306,,,,,,
5253,Morgan County, CO,08087,2014,2014,,28208,,,,,,
5254,Morgan County, CO,08087,2015,2015,,28323,,,,,,
5255,Morgan County, CO,08087,2016,2016,,28274,,,,,,
5256,Otero County, CO,08089,1999,1999,,20502,,,,,,
5257,Otero County, CO,08089,2000,2000,,20311,,,,,,
5258,Otero County, CO,08089,2001,2001,,20012,,,,,,
5259,Otero County, CO,08089,2002,2002,,19688,,,,,,
5260,Otero County, CO,08089,2003,2003,,19585,,,,,,
5261,Otero County, CO,08089,2004,2004,,19436,,,,,,
5262,Otero County, CO,08089,2005,2005,,19247,,,,,,
5263,Otero County, CO,08089,2006,2006,,19042,,,,,,
5264,Otero County, CO,08089,2007,2007,,18783,,,,,,
5265,Otero County, CO,08089,2008,2008,,18726,,,,,,
5266,Otero County, CO,08089,2009,2009,,18743,,,,,,
5267,Otero County, CO,08089,2010,2010,,18831,,,,,,
5268,Otero County, CO,08089,2011,2011,,18867,,,,,,
5269,Otero County, CO,08089,2012,2012,,18689,,,,,,
5270,Otero County, CO,08089,2013,2013,,18525,,,,,,
5271,Otero County, CO,08089,2014,2014,,18407,,,,,,
5272,Otero County, CO,08089,2015,2015,,18284,,,,,,
5273,Otero County, CO,08089,2016,2016,,18295,,,,,,
5274,Ouray County, CO,08091,1999,1999,,3622,,,,,,
5275,Ouray County, CO,08091,2000,2000,,3742,,,,,,
5276,Ouray County, CO,08091,2001,2001,,3787,,,,,,
5277,Ouray County, CO,08091,2002,2002,,3872,,,,,,
5278,Ouray County, CO,08091,2003,2003,,3880,,,,,,
5279,Ouray County, CO,08091,2004,2004,,4003,,,,,,
5280,Ouray County, CO,08091,2005,2005,,4055,,,,,,
5281,Ouray County, CO,08091,2006,2006,,4090,,,,,,
5282,Ouray County, CO,08091,2007,2007,,4250,,,,,,
5283,Ouray County, CO,08091,2008,2008,,4405,,,,,,
5284,Ouray County, CO,08091,2009,2009,,4395,,,,,,
5285,Ouray County, CO,08091,2010,2010,,4436,,,,,,
5286,Ouray County, CO,08091,2011,2011,,4454,,,,,,
5287,Ouray County, CO,08091,2012,2012,,4546,,,,,,
5288,Ouray County, CO,08091,2013,2013,,4579,,,,,,
5289,Ouray County, CO,08091,2014,2014,,4615,,,,,,
5290,Ouray County, CO,08091,2015,2015,,4660,,,,,,
5291,Ouray County, CO,08091,2016,2016,,4857,,,,,,
5292,Park County, CO,08093,1999,1999,,13987,,,,,,
5293,Park County, CO,08093,2000,2000,,14523,,,,,,
5294,Park County, CO,08093,2001,2001,,15255,,,,,,
5295,Park County, CO,08093,2002,2002,,15760,,,,,,
5296,Park County, CO,08093,2003,2003,,16024,,,,,,
5297,Park County, CO,08093,2004,2004,,16130,,,,,,
5298,Park County, CO,08093,2005,2005,,16204,,,,,,
5299,Park County, CO,08093,2006,2006,,16230,,,,,,
5300,Park County, CO,08093,2007,2007,,16445,,,,,,
5301,Park County, CO,08093,2008,2008,,16394,,,,,,
5302,Park County, CO,08093,2009,2009,,16098,,,,,,
5303,Park County, CO,08093,2010,2010,,16206,,,,,,
5304,Park County, CO,08093,2011,2011,,16089,,,,,,
5305,Park County, CO,08093,2012,2012,,16037,,,,,,
5306,Park County, CO,08093,2013,2013,,16118,,,,,,
5307,Park County, CO,08093,2014,2014,,16296,,,,,,
5308,Park County, CO,08093,2015,2015,,16581,,,,,,
5309,Park County, CO,08093,2016,2016,,17166,,,,,,
5310,Phillips County, CO,08095,1999,1999,,4521,,,,,,
5311,Phillips County, CO,08095,2000,2000,,4480,,,,,,
5312,Phillips County, CO,08095,2001,2001,,4456,,,,,,
5313,Phillips County, CO,08095,2002,2002,,4497,,,,,,
5314,Phillips County, CO,08095,2003,2003,,4415,,,,,,
5315,Phillips County, CO,08095,2004,2004,,4475,,,,,,
5316,Phillips County, CO,08095,2005,2005,,4467,,,,,,
5317,Phillips County, CO,08095,2006,2006,,4414,,,,,,
5318,Phillips County, CO,08095,2007,2007,,4378,,,,,,
5319,Phillips County, CO,08095,2008,2008,,4349,,,,,,
5320,Phillips County, CO,08095,2009,2009,,4359,,,,,,
5321,Phillips County, CO,08095,2010,2010,,4442,,,,,,
5322,Phillips County, CO,08095,2011,2011,,4370,,,,,,
5323,Phillips County, CO,08095,2012,2012,,4382,,,,,,
5324,Phillips County, CO,08095,2013,2013,,4357,,,,,,
5325,Phillips County, CO,08095,2014,2014,,4380,,,,,,
5326,Phillips County, CO,08095,2015,2015,,4326,,,,,,
5327,Phillips County, CO,08095,2016,2016,,4288,,,,,,
5328,Pitkin County, CO,08097,1999,1999,,15081,,,,,,
5329,Pitkin County, CO,08097,2000,2000,,14872,,,,,,
5330,Pitkin County, CO,08097,2001,2001,,15013,,,,,,
5331,Pitkin County, CO,08097,2002,2002,,15098,,,,,,
5332,Pitkin County, CO,08097,2003,2003,,15217,,,,,,
5333,Pitkin County, CO,08097,2004,2004,,15220,,,,,,
5334,Pitkin County, CO,08097,2005,2005,,15399,,,,,,
5335,Pitkin County, CO,08097,2006,2006,,15504,,,,,,
5336,Pitkin County, CO,08097,2007,2007,,15814,,,,,,
5337,Pitkin County, CO,08097,2008,2008,,16454,,,,,,
5338,Pitkin County, CO,08097,2009,2009,,17008,,,,,,
5339,Pitkin County, CO,08097,2010,2010,,17148,,,,,,
5340,Pitkin County, CO,08097,2011,2011,,17129,,,,,,
5341,Pitkin County, CO,08097,2012,2012,,17223,,,,,,
5342,Pitkin County, CO,08097,2013,2013,,17361,,,,,,
5343,Pitkin County, CO,08097,2014,2014,,17595,,,,,,
5344,Pitkin County, CO,08097,2015,2015,,17782,,,,,,
5345,Pitkin County, CO,08097,2016,2016,,17752,,,,,,
5346,Prowers County, CO,08099,1999,1999,,14520,,,,,,
5347,Prowers County, CO,08099,2000,2000,,14483,,,,,,
5348,Prowers County, CO,08099,2001,2001,,14182,,,,,,
5349,Prowers County, CO,08099,2002,2002,,14057,,,,,,
5350,Prowers County, CO,08099,2003,2003,,13853,,,,,,
5351,Prowers County, CO,08099,2004,2004,,13613,,,,,,
5352,Prowers County, CO,08099,2005,2005,,13480,,,,,,
5353,Prowers County, CO,08099,2006,2006,,13130,,,,,,
5354,Prowers County, CO,08099,2007,2007,,12736,,,,,,
5355,Prowers County, CO,08099,2008,2008,,12663,,,,,,
5356,Prowers County, CO,08099,2009,2009,,12593,,,,,,
5357,Prowers County, CO,08099,2010,2010,,12551,,,,,,
5358,Prowers County, CO,08099,2011,2011,,12500,,,,,,
5359,Prowers County, CO,08099,2012,2012,,12408,,,,,,
5360,Prowers County, CO,08099,2013,2013,,12286,,,,,,
5361,Prowers County, CO,08099,2014,2014,,12040,,,,,,
5362,Prowers County, CO,08099,2015,2015,,11949,,,,,,
5363,Prowers County, CO,08099,2016,2016,,11922,,,,,,
5364,Pueblo County, CO,08101,1999,1999,13,140184,9.3 (Unreliable),4.9,15.9,9.8 (Unreliable),5.2,16.8
5365,Pueblo County, CO,08101,2000,2000,23,141472,16.3,10.3,24.4,17.1,10.8,25.7
5366,Pueblo County, CO,08101,2001,2001,15,144014,10.4 (Unreliable),5.8,17.2,10.7 (Unreliable),6.0,17.6
5367,Pueblo County, CO,08101,2002,2002,18,146537,12.3 (Unreliable),7.3,19.4,12.9 (Unreliable),7.6,20.4
5368,Pueblo County, CO,08101,2003,2003,17,147907,11.5 (Unreliable),6.7,18.4,12.0 (Unreliable),7.0,19.3
5369,Pueblo County, CO,08101,2004,2004,16,148654,10.8 (Unreliable),6.2,17.5,11.6 (Unreliable),6.7,18.9
5370,Pueblo County, CO,08101,2005,2005,24,149825,16.0,10.3,23.8,16.8,10.6,25.2
5371,Pueblo County, CO,08101,2006,2006,25,152026,16.4,10.6,24.3,17.2,11.0,25.5
5372,Pueblo County, CO,08101,2007,2007,20,155121,12.9,7.9,19.9,13.8,8.5,21.4
5373,Pueblo County, CO,08101,2008,2008,26,156748,16.6,10.8,24.3,16.4,10.6,24.2
5374,Pueblo County, CO,08101,2009,2009,18,157846,11.4 (Unreliable),6.8,18.0,12.4 (Unreliable),7.4,19.7
5375,Pueblo County, CO,08101,2010,2010,23,159063,14.5,9.2,21.7,15.5,9.7,23.5
5376,Pueblo County, CO,08101,2011,2011,32,159785,20.0,13.7,28.3,22.4,15.2,31.8
5377,Pueblo County, CO,08101,2012,2012,36,160397,22.4,15.7,31.1,24.0,16.7,33.4
5378,Pueblo County, CO,08101,2013,2013,45,160803,28.0,20.4,37.4,28.8,20.8,38.7
5379,Pueblo County, CO,08101,2014,2014,45,161350,27.9,20.3,37.3,29.2,21.2,39.4
5380,Pueblo County, CO,08101,2015,2015,47,163117,28.8,21.2,38.3,31.2,22.8,41.7
5381,Pueblo County, CO,08101,2016,2016,39,165123,23.6,16.8,32.3,27.0,19.0,37.2
5382,Rio Blanco County, CO,08103,1999,1999,,6022,,,,,,
5383,Rio Blanco County, CO,08103,2000,2000,,5986,,,,,,
5384,Rio Blanco County, CO,08103,2001,2001,,5868,,,,,,
5385,Rio Blanco County, CO,08103,2002,2002,,5951,,,,,,
5386,Rio Blanco County, CO,08103,2003,2003,,5923,,,,,,
5387,Rio Blanco County, CO,08103,2004,2004,,6007,,,,,,
5388,Rio Blanco County, CO,08103,2005,2005,,5945,,,,,,
5389,Rio Blanco County, CO,08103,2006,2006,,6176,,,,,,
5390,Rio Blanco County, CO,08103,2007,2007,,6373,,,,,,
5391,Rio Blanco County, CO,08103,2008,2008,,6522,,,,,,
5392,Rio Blanco County, CO,08103,2009,2009,,6779,,,,,,
5393,Rio Blanco County, CO,08103,2010,2010,,6666,,,,,,
5394,Rio Blanco County, CO,08103,2011,2011,,6782,,,,,,
5395,Rio Blanco County, CO,08103,2012,2012,,6796,,,,,,
5396,Rio Blanco County, CO,08103,2013,2013,,6740,,,,,,
5397,Rio Blanco County, CO,08103,2014,2014,,6660,,,,,,
5398,Rio Blanco County, CO,08103,2015,2015,,6548,,,,,,
5399,Rio Blanco County, CO,08103,2016,2016,,6545,,,,,,
5400,Rio Grande County, CO,08105,1999,1999,,12258,,,,,,
5401,Rio Grande County, CO,08105,2000,2000,,12413,,,,,,
5402,Rio Grande County, CO,08105,2001,2001,,12213,,,,,,
5403,Rio Grande County, CO,08105,2002,2002,,12224,,,,,,
5404,Rio Grande County, CO,08105,2003,2003,,12296,,,,,,
5405,Rio Grande County, CO,08105,2004,2004,,12328,,,,,,
5406,Rio Grande County, CO,08105,2005,2005,,12208,,,,,,
5407,Rio Grande County, CO,08105,2006,2006,,12033,,,,,,
5408,Rio Grande County, CO,08105,2007,2007,,11852,,,,,,
5409,Rio Grande County, CO,08105,2008,2008,,11860,,,,,,
5410,Rio Grande County, CO,08105,2009,2009,,11872,,,,,,
5411,Rio Grande County, CO,08105,2010,2010,,11982,,,,,,
5412,Rio Grande County, CO,08105,2011,2011,,11916,,,,,,
5413,Rio Grande County, CO,08105,2012,2012,,11882,,,,,,
5414,Rio Grande County, CO,08105,2013,2013,,11725,,,,,,
5415,Rio Grande County, CO,08105,2014,2014,,11561,,,,,,
5416,Rio Grande County, CO,08105,2015,2015,,11467,,,,,,
5417,Rio Grande County, CO,08105,2016,2016,,11479,,,,,,
5418,Routt County, CO,08107,1999,1999,,19237,,,,,,
5419,Routt County, CO,08107,2000,2000,,19690,,,,,,
5420,Routt County, CO,08107,2001,2001,,20210,,,,,,
5421,Routt County, CO,08107,2002,2002,,20469,,,,,,
5422,Routt County, CO,08107,2003,2003,,20893,,,,,,
5423,Routt County, CO,08107,2004,2004,,21162,,,,,,
5424,Routt County, CO,08107,2005,2005,,21398,,,,,,
5425,Routt County, CO,08107,2006,2006,,21859,,,,,,
5426,Routt County, CO,08107,2007,2007,,22491,,,,,,
5427,Routt County, CO,08107,2008,2008,,23135,,,,,,
5428,Routt County, CO,08107,2009,2009,,23688,,,,,,
5429,Routt County, CO,08107,2010,2010,,23509,,,,,,
5430,Routt County, CO,08107,2011,2011,,23257,,,,,,
5431,Routt County, CO,08107,2012,2012,,23285,,,,,,
5432,Routt County, CO,08107,2013,2013,,23587,,,,,,
5433,Routt County, CO,08107,2014,2014,,24054,,,,,,
5434,Routt County, CO,08107,2015,2015,,24325,,,,,,
5435,Routt County, CO,08107,2016,2016,,24648,,,,,,
5436,Saguache County, CO,08109,1999,1999,,5706,,,,,,
5437,Saguache County, CO,08109,2000,2000,,5917,,,,,,
5438,Saguache County, CO,08109,2001,2001,,6024,,,,,,
5439,Saguache County, CO,08109,2002,2002,,6209,,,,,,
5440,Saguache County, CO,08109,2003,2003,,6262,,,,,,
5441,Saguache County, CO,08109,2004,2004,,6365,,,,,,
5442,Saguache County, CO,08109,2005,2005,,6296,,,,,,
5443,Saguache County, CO,08109,2006,2006,,6223,,,,,,
5444,Saguache County, CO,08109,2007,2007,,6148,,,,,,
5445,Saguache County, CO,08109,2008,2008,,6179,,,,,,
5446,Saguache County, CO,08109,2009,2009,,6134,,,,,,
5447,Saguache County, CO,08109,2010,2010,,6108,,,,,,
5448,Saguache County, CO,08109,2011,2011,,6178,,,,,,
5449,Saguache County, CO,08109,2012,2012,,6305,,,,,,
5450,Saguache County, CO,08109,2013,2013,,6209,,,,,,
5451,Saguache County, CO,08109,2014,2014,,6161,,,,,,
5452,Saguache County, CO,08109,2015,2015,,6209,,,,,,
5453,Saguache County, CO,08109,2016,2016,,6389,,,,,,
5454,San Juan County, CO,08111,1999,1999,,549,,,,,,
5455,San Juan County, CO,08111,2000,2000,,558,,,,,,
5456,San Juan County, CO,08111,2001,2001,,581,,,,,,
5457,San Juan County, CO,08111,2002,2002,,594,,,,,,
5458,San Juan County, CO,08111,2003,2003,,610,,,,,,
5459,San Juan County, CO,08111,2004,2004,,631,,,,,,
5460,San Juan County, CO,08111,2005,2005,,627,,,,,,
5461,San Juan County, CO,08111,2006,2006,,649,,,,,,
5462,San Juan County, CO,08111,2007,2007,,661,,,,,,
5463,San Juan County, CO,08111,2008,2008,,670,,,,,,
5464,San Juan County, CO,08111,2009,2009,,657,,,,,,
5465,San Juan County, CO,08111,2010,2010,,699,,,,,,
5466,San Juan County, CO,08111,2011,2011,,693,,,,,,
5467,San Juan County, CO,08111,2012,2012,,691,,,,,,
5468,San Juan County, CO,08111,2013,2013,,695,,,,,,
5469,San Juan County, CO,08111,2014,2014,,717,,,,,,
5470,San Juan County, CO,08111,2015,2015,,694,,,,,,
5471,San Juan County, CO,08111,2016,2016,,694,,,,,,
5472,San Miguel County, CO,08113,1999,1999,,6396,,,,,,
5473,San Miguel County, CO,08113,2000,2000,,6594,,,,,,
5474,San Miguel County, CO,08113,2001,2001,,6858,,,,,,
5475,San Miguel County, CO,08113,2002,2002,,7111,,,,,,
5476,San Miguel County, CO,08113,2003,2003,,7062,,,,,,
5477,San Miguel County, CO,08113,2004,2004,,7038,,,,,,
5478,San Miguel County, CO,08113,2005,2005,,7097,,,,,,
5479,San Miguel County, CO,08113,2006,2006,,7071,,,,,,
5480,San Miguel County, CO,08113,2007,2007,,7322,,,,,,
5481,San Miguel County, CO,08113,2008,2008,,7366,,,,,,
5482,San Miguel County, CO,08113,2009,2009,,7379,,,,,,
5483,San Miguel County, CO,08113,2010,2010,,7359,,,,,,
5484,San Miguel County, CO,08113,2011,2011,,7483,,,,,,
5485,San Miguel County, CO,08113,2012,2012,,7578,,,,,,
5486,San Miguel County, CO,08113,2013,2013,,7636,,,,,,
5487,San Miguel County, CO,08113,2014,2014,,7755,,,,,,
5488,San Miguel County, CO,08113,2015,2015,,7849,,,,,,
5489,San Miguel County, CO,08113,2016,2016,,8017,,,,,,
5490,Sedgwick County, CO,08115,1999,1999,,2711,,,,,,
5491,Sedgwick County, CO,08115,2000,2000,,2747,,,,,,
5492,Sedgwick County, CO,08115,2001,2001,,2661,,,,,,
5493,Sedgwick County, CO,08115,2002,2002,,2694,,,,,,
5494,Sedgwick County, CO,08115,2003,2003,,2652,,,,,,
5495,Sedgwick County, CO,08115,2004,2004,,2551,,,,,,
5496,Sedgwick County, CO,08115,2005,2005,,2522,,,,,,
5497,Sedgwick County, CO,08115,2006,2006,,2474,,,,,,
5498,Sedgwick County, CO,08115,2007,2007,,2400,,,,,,
5499,Sedgwick County, CO,08115,2008,2008,,2421,,,,,,
5500,Sedgwick County, CO,08115,2009,2009,,2392,,,,,,
5501,Sedgwick County, CO,08115,2010,2010,,2379,,,,,,
5502,Sedgwick County, CO,08115,2011,2011,,2372,,,,,,
5503,Sedgwick County, CO,08115,2012,2012,,2372,,,,,,
5504,Sedgwick County, CO,08115,2013,2013,,2342,,,,,,
5505,Sedgwick County, CO,08115,2014,2014,,2330,,,,,,
5506,Sedgwick County, CO,08115,2015,2015,,2385,,,,,,
5507,Sedgwick County, CO,08115,2016,2016,,2407,,,,,,
5508,Summit County, CO,08117,1999,1999,,23069,,,,,,
5509,Summit County, CO,08117,2000,2000,,23548,,,,,,
5510,Summit County, CO,08117,2001,2001,,24716,,,,,,
5511,Summit County, CO,08117,2002,2002,,25006,,,,,,
5512,Summit County, CO,08117,2003,2003,,25408,,,,,,
5513,Summit County, CO,08117,2004,2004,,25313,,,,,,
5514,Summit County, CO,08117,2005,2005,,25487,,,,,,
5515,Summit County, CO,08117,2006,2006,,26019,,,,,,
5516,Summit County, CO,08117,2007,2007,,26603,,,,,,
5517,Summit County, CO,08117,2008,2008,,27144,,,,,,
5518,Summit County, CO,08117,2009,2009,,27678,,,,,,
5519,Summit County, CO,08117,2010,2010,,27994,,,,,,
5520,Summit County, CO,08117,2011,2011,,27972,,,,,,
5521,Summit County, CO,08117,2012,2012,,28223,,,,,,
5522,Summit County, CO,08117,2013,2013,,28653,,,,,,
5523,Summit County, CO,08117,2014,2014,,29205,,,,,,
5524,Summit County, CO,08117,2015,2015,,29892,,,,,,
5525,Summit County, CO,08117,2016,2016,,30374,,,,,,
5526,Teller County, CO,08119,1999,1999,,20294,,,,,,
5527,Teller County, CO,08119,2000,2000,,20555,,,,,,
5528,Teller County, CO,08119,2001,2001,,21193,,,,,,
5529,Teller County, CO,08119,2002,2002,,21543,,,,,,
5530,Teller County, CO,08119,2003,2003,,21682,,,,,,
5531,Teller County, CO,08119,2004,2004,,21678,,,,,,
5532,Teller County, CO,08119,2005,2005,,21978,,,,,,
5533,Teller County, CO,08119,2006,2006,,22281,,,,,,
5534,Teller County, CO,08119,2007,2007,,22707,,,,,,
5535,Teller County, CO,08119,2008,2008,,22725,,,,,,
5536,Teller County, CO,08119,2009,2009,,22937,,,,,,
5537,Teller County, CO,08119,2010,2010,,23350,,,,,,
5538,Teller County, CO,08119,2011,2011,,23329,,,,,,
5539,Teller County, CO,08119,2012,2012,,23373,,,,,,
5540,Teller County, CO,08119,2013,2013,,23242,,,,,,
5541,Teller County, CO,08119,2014,2014,,23375,,,,,,
5542,Teller County, CO,08119,2015,2015,,23329,,,,,,
5543,Teller County, CO,08119,2016,2016,,24043,,,,,,
5544,Washington County, CO,08121,1999,1999,,4862,,,,,,
5545,Washington County, CO,08121,2000,2000,,4926,,,,,,
5546,Washington County, CO,08121,2001,2001,,4874,,,,,,
5547,Washington County, CO,08121,2002,2002,,5035,,,,,,
5548,Washington County, CO,08121,2003,2003,,5028,,,,,,
5549,Washington County, CO,08121,2004,2004,,4923,,,,,,
5550,Washington County, CO,08121,2005,2005,,4912,,,,,,
5551,Washington County, CO,08121,2006,2006,,4907,,,,,,
5552,Washington County, CO,08121,2007,2007,,4883,,,,,,
5553,Washington County, CO,08121,2008,2008,,4792,,,,,,
5554,Washington County, CO,08121,2009,2009,,4800,,,,,,
5555,Washington County, CO,08121,2010,2010,,4814,,,,,,
5556,Washington County, CO,08121,2011,2011,,4812,,,,,,
5557,Washington County, CO,08121,2012,2012,,4737,,,,,,
5558,Washington County, CO,08121,2013,2013,,4781,,,,,,
5559,Washington County, CO,08121,2014,2014,,4784,,,,,,
5560,Washington County, CO,08121,2015,2015,,4860,,,,,,
5561,Washington County, CO,08121,2016,2016,,4908,,,,,,
5562,Weld County, CO,08123,1999,1999,10,174342,5.7 (Unreliable),2.8,10.5,5.9 (Unreliable),2.8,10.8
5563,Weld County, CO,08123,2000,2000,,180936,,,,,,
5564,Weld County, CO,08123,2001,2001,11,192297,5.7 (Unreliable),2.9,10.2,5.6 (Unreliable),2.8,10.1
5565,Weld County, CO,08123,2002,2002,,202246,,,,,,
5566,Weld County, CO,08123,2003,2003,18,208858,8.6 (Unreliable),5.1,13.6,8.7 (Unreliable),5.1,13.7
5567,Weld County, CO,08123,2004,2004,11,215322,5.1 (Unreliable),2.6,9.1,5.1 (Unreliable),2.5,9.1
5568,Weld County, CO,08123,2005,2005,,222879,,,,,,
5569,Weld County, CO,08123,2006,2006,15,230703,6.5 (Unreliable),3.6,10.7,6.5 (Unreliable),3.7,10.8
5570,Weld County, CO,08123,2007,2007,26,237692,10.9,7.1,16.0,11.4,7.4,16.7
5571,Weld County, CO,08123,2008,2008,18,243442,7.4 (Unreliable),4.4,11.7,8.0 (Unreliable),4.7,12.6
5572,Weld County, CO,08123,2009,2009,25,248193,10.1,6.5,14.9,10.5,6.7,15.6
5573,Weld County, CO,08123,2010,2010,28,252825,11.1,7.4,16.0,11.5,7.7,16.7
5574,Weld County, CO,08123,2011,2011,34,258629,13.1,9.1,18.4,14.1,9.7,19.6
5575,Weld County, CO,08123,2012,2012,28,263997,10.6,7.0,15.3,10.6,7.0,15.3
5576,Weld County, CO,08123,2013,2013,30,270182,11.1,7.5,15.9,11.4,7.7,16.4
5577,Weld County, CO,08123,2014,2014,38,276163,13.8,9.7,18.9,14.2,10.0,19.6
5578,Weld County, CO,08123,2015,2015,39,285053,13.7,9.7,18.7,13.3,9.4,18.2
5579,Weld County, CO,08123,2016,2016,38,294932,12.9,9.1,17.7,13.4,9.4,18.4
5580,Yuma County, CO,08125,1999,1999,,9807,,,,,,
5581,Yuma County, CO,08125,2000,2000,,9841,,,,,,
5582,Yuma County, CO,08125,2001,2001,,9822,,,,,,
5583,Yuma County, CO,08125,2002,2002,,9762,,,,,,
5584,Yuma County, CO,08125,2003,2003,,9923,,,,,,
5585,Yuma County, CO,08125,2004,2004,,9791,,,,,,
5586,Yuma County, CO,08125,2005,2005,,9765,,,,,,
5587,Yuma County, CO,08125,2006,2006,,9784,,,,,,
5588,Yuma County, CO,08125,2007,2007,,9788,,,,,,
5589,Yuma County, CO,08125,2008,2008,,9843,,,,,,
5590,Yuma County, CO,08125,2009,2009,,10022,,,,,,
5591,Yuma County, CO,08125,2010,2010,,10043,,,,,,
5592,Yuma County, CO,08125,2011,2011,,10156,,,,,,
5593,Yuma County, CO,08125,2012,2012,,10117,,,,,,
5594,Yuma County, CO,08125,2013,2013,,10205,,,,,,
5595,Yuma County, CO,08125,2014,2014,,10232,,,,,,
5596,Yuma County, CO,08125,2015,2015,,10095,,,,,,
5597,Yuma County, CO,08125,2016,2016,,10103,,,,,,
5598,Fairfield County, CT,09001,1999,1999,63,877043,7.2,5.5,9.2,7.1,5.5,9.1
5599,Fairfield County, CT,09001,2000,2000,66,882567,7.5,5.8,9.5,7.2,5.6,9.2
5600,Fairfield County, CT,09001,2001,2001,56,889063,6.3,4.8,8.2,6.1,4.6,8.0
5601,Fairfield County, CT,09001,2002,2002,82,892900,9.2,7.3,11.4,9.4,7.5,11.7
