,County,County Code,Year,Year Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval
2028,Yavapai County, AZ,04025,2011,2011,59,211138,27.9,21.3,36.0,32.2,24.1,42.2
2029,Yavapai County, AZ,04025,2012,2012,66,212350,31.1,24.0,39.5,36.8,27.9,47.7
2030,Yavapai County, AZ,04025,2013,2013,65,215027,30.2,23.3,38.5,34.1,25.5,44.6
2031,Yavapai County, AZ,04025,2014,2014,59,218405,27.0,20.6,34.8,29.3,21.7,38.8
2032,Yavapai County, AZ,04025,2015,2015,56,221584,25.3,19.1,32.8,27.6,20.2,36.8
2033,Yavapai County, AZ,04025,2016,2016,68,225562,30.1,23.4,38.2,32.7,24.7,42.6
2034,Yuma County, AZ,04027,1999,1999,10,155665,6.4 (Unreliable),3.1,11.8,8.1 (Unreliable),3.9,14.9
2035,Yuma County, AZ,04027,2000,2000,,160026,,,,,,
2036,Yuma County, AZ,04027,2001,2001,12,162873,7.4 (Unreliable),3.8,12.9,8.9 (Unreliable),4.6,15.6
2037,Yuma County, AZ,04027,2002,2002,,165398,,,,,,
2038,Yuma County, AZ,04027,2003,2003,,168003,,,,,,
2039,Yuma County, AZ,04027,2004,2004,,172824,,,,,,
2040,Yuma County, AZ,04027,2005,2005,16,178816,8.9 (Unreliable),5.1,14.5,10.0 (Unreliable),5.7,16.3
2041,Yuma County, AZ,04027,2006,2006,13,183848,7.1 (Unreliable),3.8,12.1,8.2 (Unreliable),4.3,13.9
2042,Yuma County, AZ,04027,2007,2007,24,187357,12.8,8.2,19.1,15.5,9.9,23.1
2043,Yuma County, AZ,04027,2008,2008,14,191202,7.3 (Unreliable),4.0,12.3,8.6 (Unreliable),4.7,14.5
2044,Yuma County, AZ,04027,2009,2009,21,193714,10.8,6.7,16.6,11.8,7.2,18.2
2045,Yuma County, AZ,04027,2010,2010,23,195751,11.7,7.4,17.6,13.4,8.5,20.2
2046,Yuma County, AZ,04027,2011,2011,23,202539,11.4,7.2,17.0,12.4,7.7,18.7
2047,Yuma County, AZ,04027,2012,2012,33,202160,16.3,11.2,22.9,17.7,12.0,25.1
2048,Yuma County, AZ,04027,2013,2013,23,201851,11.4,7.2,17.1,12.1,7.6,18.3
2049,Yuma County, AZ,04027,2014,2014,39,203111,19.2,13.7,26.2,21.4,15.1,29.5
2050,Yuma County, AZ,04027,2015,2015,31,203706,15.2,10.3,21.6,15.7,10.5,22.6
2051,Yuma County, AZ,04027,2016,2016,40,205631,19.5,13.9,26.5,21.9,15.5,30.1
2052,Arkansas County, AR,05001,1999,1999,,20966,,,,,,
2053,Arkansas County, AR,05001,2000,2000,,20749,,,,,,
2054,Arkansas County, AR,05001,2001,2001,,20593,,,,,,
2055,Arkansas County, AR,05001,2002,2002,,20351,,,,,,
2056,Arkansas County, AR,05001,2003,2003,,19981,,,,,,
2057,Arkansas County, AR,05001,2004,2004,,19967,,,,,,
2058,Arkansas County, AR,05001,2005,2005,,19954,,,,,,
2059,Arkansas County, AR,05001,2006,2006,,19785,,,,,,
2060,Arkansas County, AR,05001,2007,2007,,19434,,,,,,
2061,Arkansas County, AR,05001,2008,2008,,19275,,,,,,
2062,Arkansas County, AR,05001,2009,2009,,19134,,,,,,
2063,Arkansas County, AR,05001,2010,2010,,19019,,,,,,
2064,Arkansas County, AR,05001,2011,2011,,18880,,,,,,
2065,Arkansas County, AR,05001,2012,2012,,18978,,,,,,
2066,Arkansas County, AR,05001,2013,2013,,18777,,,,,,
2067,Arkansas County, AR,05001,2014,2014,,18502,,,,,,
2068,Arkansas County, AR,05001,2015,2015,,18373,,,,,,
2069,Arkansas County, AR,05001,2016,2016,,18214,,,,,,
2070,Ashley County, AR,05003,1999,1999,,24261,,,,,,
2071,Ashley County, AR,05003,2000,2000,,24209,,,,,,
2072,Ashley County, AR,05003,2001,2001,,23824,,,,,,
2073,Ashley County, AR,05003,2002,2002,,23745,,,,,,
2074,Ashley County, AR,05003,2003,2003,,23469,,,,,,
2075,Ashley County, AR,05003,2004,2004,,23156,,,,,,
2076,Ashley County, AR,05003,2005,2005,,22770,,,,,,
2077,Ashley County, AR,05003,2006,2006,,22501,,,,,,
2078,Ashley County, AR,05003,2007,2007,,22229,,,,,,
2079,Ashley County, AR,05003,2008,2008,,22148,,,,,,
2080,Ashley County, AR,05003,2009,2009,,21920,,,,,,
2081,Ashley County, AR,05003,2010,2010,,21853,,,,,,
2082,Ashley County, AR,05003,2011,2011,,21656,,,,,,
2083,Ashley County, AR,05003,2012,2012,,21491,,,,,,
2084,Ashley County, AR,05003,2013,2013,,21234,,,,,,
2085,Ashley County, AR,05003,2014,2014,,20920,,,,,,
2086,Ashley County, AR,05003,2015,2015,,20810,,,,,,
2087,Ashley County, AR,05003,2016,2016,,20492,,,,,,
2088,Baxter County, AR,05005,1999,1999,,38055,,,,,,
2089,Baxter County, AR,05005,2000,2000,,38386,,,,,,
2090,Baxter County, AR,05005,2001,2001,,38331,,,,,,
2091,Baxter County, AR,05005,2002,2002,,38506,,,,,,
2092,Baxter County, AR,05005,2003,2003,,38772,,,,,,
2093,Baxter County, AR,05005,2004,2004,,39334,,,,,,
2094,Baxter County, AR,05005,2005,2005,,39992,,,,,,
2095,Baxter County, AR,05005,2006,2006,,40867,,,,,,
2096,Baxter County, AR,05005,2007,2007,,41491,,,,,,
2097,Baxter County, AR,05005,2008,2008,,41519,,,,,,
2098,Baxter County, AR,05005,2009,2009,,41561,,,,,,
2099,Baxter County, AR,05005,2010,2010,,41513,,,,,,
2100,Baxter County, AR,05005,2011,2011,,41280,,,,,,
2101,Baxter County, AR,05005,2012,2012,,41068,,,,,,
2102,Baxter County, AR,05005,2013,2013,,40962,,,,,,
2103,Baxter County, AR,05005,2014,2014,11,40797,27.0 (Unreliable),13.5,48.2,32.9 (Unreliable),15.8,60.4
2104,Baxter County, AR,05005,2015,2015,10,41070,24.3 (Unreliable),11.7,44.8,25.0 (Unreliable),10.8,49.3
2105,Baxter County, AR,05005,2016,2016,,41062,,,,,,
2106,Benton County, AR,05007,1999,1999,,148636,,,,,,
2107,Benton County, AR,05007,2000,2000,,153406,,,,,,
2108,Benton County, AR,05007,2001,2001,,159258,,,,,,
2109,Benton County, AR,05007,2002,2002,10,164926,6.1 (Unreliable),2.9,11.2,6.2 (Unreliable),3.0,11.4
2110,Benton County, AR,05007,2003,2003,10,171742,5.8 (Unreliable),2.8,10.7,6.1 (Unreliable),2.9,11.2
2111,Benton County, AR,05007,2004,2004,14,179010,7.8 (Unreliable),4.3,13.1,8.3 (Unreliable),4.6,14.0
2112,Benton County, AR,05007,2005,2005,16,186756,8.6 (Unreliable),4.9,13.9,8.9 (Unreliable),5.1,14.5
2113,Benton County, AR,05007,2006,2006,19,195569,9.7 (Unreliable),5.8,15.2,10.3 (Unreliable),6.2,16.1
2114,Benton County, AR,05007,2007,2007,19,203664,9.3 (Unreliable),5.6,14.6,9.6 (Unreliable),5.8,15.0
2115,Benton County, AR,05007,2008,2008,27,210807,12.8,8.4,18.6,13.5,8.9,19.6
2116,Benton County, AR,05007,2009,2009,29,216620,13.4,9.0,19.2,14.1,9.5,20.3
2117,Benton County, AR,05007,2010,2010,31,221339,14.0,9.5,19.9,14.7,10.0,20.8
2118,Benton County, AR,05007,2011,2011,28,228788,12.2,8.1,17.7,12.9,8.6,18.7
2119,Benton County, AR,05007,2012,2012,30,234243,12.8,8.6,18.3,13.0,8.7,18.5
2120,Benton County, AR,05007,2013,2013,22,238778,9.2,5.8,13.9,9.0,5.6,13.6
2121,Benton County, AR,05007,2014,2014,35,243991,14.3,10.0,20.0,14.6,10.1,20.3
2122,Benton County, AR,05007,2015,2015,37,250851,14.7,10.4,20.3,15.2,10.7,20.9
2123,Benton County, AR,05007,2016,2016,39,258291,15.1,10.7,20.6,15.4,10.9,21.2
2124,Boone County, AR,05009,1999,1999,,33436,,,,,,
2125,Boone County, AR,05009,2000,2000,,33948,,,,,,
2126,Boone County, AR,05009,2001,2001,,34258,,,,,,
2127,Boone County, AR,05009,2002,2002,,34448,,,,,,
2128,Boone County, AR,05009,2003,2003,,34554,,,,,,
2129,Boone County, AR,05009,2004,2004,,34900,,,,,,
2130,Boone County, AR,05009,2005,2005,,35492,,,,,,
2131,Boone County, AR,05009,2006,2006,,36056,,,,,,
2132,Boone County, AR,05009,2007,2007,,36759,,,,,,
2133,Boone County, AR,05009,2008,2008,,36974,,,,,,
2134,Boone County, AR,05009,2009,2009,,36844,,,,,,
2135,Boone County, AR,05009,2010,2010,,36903,,,,,,
2136,Boone County, AR,05009,2011,2011,,37055,,,,,,
2137,Boone County, AR,05009,2012,2012,,37356,,,,,,
2138,Boone County, AR,05009,2013,2013,,37412,,,,,,
2139,Boone County, AR,05009,2014,2014,,37206,,,,,,
2140,Boone County, AR,05009,2015,2015,,37229,,,,,,
2141,Boone County, AR,05009,2016,2016,,37304,,,,,,
2142,Bradley County, AR,05011,1999,1999,,12518,,,,,,
2143,Bradley County, AR,05011,2000,2000,,12600,,,,,,
2144,Bradley County, AR,05011,2001,2001,,12427,,,,,,
2145,Bradley County, AR,05011,2002,2002,,12340,,,,,,
2146,Bradley County, AR,05011,2003,2003,,12263,,,,,,
2147,Bradley County, AR,05011,2004,2004,,12107,,,,,,
2148,Bradley County, AR,05011,2005,2005,,12012,,,,,,
2149,Bradley County, AR,05011,2006,2006,,11778,,,,,,
2150,Bradley County, AR,05011,2007,2007,,11737,,,,,,
2151,Bradley County, AR,05011,2008,2008,,11643,,,,,,
2152,Bradley County, AR,05011,2009,2009,,11538,,,,,,
2153,Bradley County, AR,05011,2010,2010,,11508,,,,,,
2154,Bradley County, AR,05011,2011,2011,,11445,,,,,,
2155,Bradley County, AR,05011,2012,2012,,11273,,,,,,
2156,Bradley County, AR,05011,2013,2013,,11133,,,,,,
2157,Bradley County, AR,05011,2014,2014,,11024,,,,,,
2158,Bradley County, AR,05011,2015,2015,,11053,,,,,,
2159,Bradley County, AR,05011,2016,2016,,10996,,,,,,
2160,Calhoun County, AR,05013,1999,1999,,5764,,,,,,
2161,Calhoun County, AR,05013,2000,2000,,5744,,,,,,
2162,Calhoun County, AR,05013,2001,2001,,5599,,,,,,
2163,Calhoun County, AR,05013,2002,2002,,5655,,,,,,
2164,Calhoun County, AR,05013,2003,2003,,5646,,,,,,
2165,Calhoun County, AR,05013,2004,2004,,5591,,,,,,
2166,Calhoun County, AR,05013,2005,2005,,5675,,,,,,
2167,Calhoun County, AR,05013,2006,2006,,5693,,,,,,
2168,Calhoun County, AR,05013,2007,2007,,5659,,,,,,
2169,Calhoun County, AR,05013,2008,2008,,5528,,,,,,
2170,Calhoun County, AR,05013,2009,2009,,5421,,,,,,
2171,Calhoun County, AR,05013,2010,2010,,5368,,,,,,
2172,Calhoun County, AR,05013,2011,2011,,5288,,,,,,
2173,Calhoun County, AR,05013,2012,2012,,5306,,,,,,
2174,Calhoun County, AR,05013,2013,2013,,5214,,,,,,
